ra,nome,ano_referencia,fase,turma,idade,genero,ano_ingresso,instituicao_ensino,pedra,inde,ian,ida,ieg,iaa,ips,ipp,ipv,defasagem,matematica,portugues,ida_next,ian_next,defasagem_next,delta_ida_next,delta_ian_next,delta_defasagem_next,target_risco
RA-866,ALUNO-866,2021,1.0,A,,,,Rede Decisão,Topázio,8.846,10.0,8.4,10.0,8.5,7.5,7.7,9.0,0.0,,,9.583333333333332,5.0,,1.1833333333333318,-5.0,,0
RA-866,ALUNO-866,2022,1.0,A,,,2019.0,Rede Decisão,Topázio,8.416724112554114,5.0,9.583333333333332,9.72943722943723,7.50002,7.5,6.875,9.33334,-1.0,9.5,9.666666666666666,8.6,10.0,0.0,-0.9833333333333325,5.0,,1
RA-867,ALUNO-867,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,1.7,5.0,-2.0,,,,0
RA-867,ALUNO-867,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.9,10.0,0.0,,,,0
RA-867,Aluno-867,2023,ALFA,ALFA A - G0/G1,8.0,Masculino,2023.0,Pública,Topázio,8.6992,10.0,8.9,8.6,9.0,8.76,7.5,8.415,0.0,8.7,9.0,8.5,5.0,-1.0,-0.40000000000000036,-5.0,-1.0,0
RA-868,ALUNO-868,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.0,10.0,0.0,,,,0
RA-868,ALUNO-868,2021,0.0,Q,,,,Escola Pública,Ametista,8.081,10.0,7.0,8.3,9.0,7.5,7.8,7.9,0.0,,,6.916666666666666,5.0,,-0.08333333333333393,-5.0,,0
RA-868,ALUNO-868,2022,0.0,D,,,2021.0,Escola Pública,Ametista,7.569368138401559,5.0,6.916666666666666,8.888499025341131,9.50002,8.125,5.625,7.916665,-1.0,6.833333333333333,7.0,7.1,10.0,0.0,0.18333333333333357,5.0,,1
RA-868,Aluno-868,2023,ALFA,ALFA A - G0/G1,,Masculino,2023.0,Pública,Topázio,8.63895,10.0,7.1,9.5,10.0,8.76,7.1875,8.67,0.0,7.8,6.3,7.0,5.0,-1.0,-0.09999999999999964,-5.0,-1.0,0
RA-869,ALUNO-869,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.75,5.0,,,,,0
RA-869,ALUNO-869,2022,1.0,P,,,2022.0,,Ágata,6.730094370370371,5.0,4.75,8.351851851851851,9.000020000000001,7.5,6.041666666666667,6.777776666666666,-1.0,7.0,2.5,9.6,10.0,0.0,4.85,5.0,,1
RA-87,ALUNO-87,2021,5.0,L,,,,Rede Decisão,Ametista,8.004,10.0,7.8,7.8,7.9,7.5,8.1,7.7,0.0,,,8.8,10.0,0.0,1.0000000000000009,0.0,0.0,0
RA-87,Aluno-87,2022,5,K,15.0,Menino,2021.0,Rede Decisão,Topázio,8.712,10.0,8.8,9.6,8.3,7.5,,8.5,0.0,8.3,8.0,9.3,10.0,0.0,0.5,0.0,0.0,0
RA-87,Aluno-87,2023,FASE 6,6L,16.0,Masculino,2021.0,Privada - Programa de Apadrinhamento,Topázio,8.6625,10.0,9.3,10.0,7.5,5.63,8.125,8.385,0.0,9.5,8.7,9.166666666666666,10.0,1.0,-0.13333333333333464,0.0,1.0,1
RA-870,ALUNO-870,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.0,5.0,,,,,0
RA-870,ALUNO-870,2022,2.0,L,,,2022.0,,Topázio,8.427782,5.0,8.0,10.0,10.00002,7.5,6.666666666666666,9.555566666666666,-1.0,10.0,6.0,1.5,5.0,-1.0,-6.5,0.0,,1
RA-871,ALUNO-871,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,2.9,5.0,-2.0,,,,0
RA-871,ALUNO-871,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.9,5.0,-1.0,,,,0
RA-871,Aluno-871,2023,ALFA,ALFA B - G2/G3,9.0,Masculino,2023.0,Pública,Agata,6.8617,5.0,6.9,9.5,9.0,3.76,4.375,6.84,-1.0,6.8,7.0,7.25,10.0,0.0,0.34999999999999964,5.0,1.0,1
RA-872,ALUNO-872,2021,3.0,L,,,,Rede Decisão,Quartzo,4.451,10.0,2.9,2.2,6.7,5.0,5.2,3.7,0.0,,,4.333333333333333,5.0,,1.4333333333333331,-5.0,,0
RA-872,ALUNO-872,2022,3.0,K,,,2017.0,Rede Decisão,Quartzo,5.526750312169312,5.0,4.333333333333333,5.727513227513228,7.08333,5.625,7.1875,5.12499,-1.0,6.0,3.666666666666667,4.3,5.0,-2.0,-0.033333333333333215,0.0,,0
RA-873,ALUNO-873,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.0,5.0,-2.0,,,,0
RA-873,Aluno-873,2023,ALFA,ALFA B - G2/G3,,Feminino,2023.0,Pública,Ametista,7.8012,5.0,7.0,9.7,8.5,7.52,6.25,8.67,-2.0,7.2,6.8,6.75,5.0,-2.0,-0.25,0.0,0.0,0
RA-874,ALUNO-874,2022,,,,,,Rede Decisão,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.8,5.0,-1.0,,,,0
RA-874,Aluno-874,2023,ALFA,ALFA B - G2/G3,9.0,Masculino,2023.0,Pública,Quartzo,5.811,5.0,4.8,8.2,0.0,7.52,6.25,6.67,-1.0,6.3,3.3,7.75,5.0,-1.0,2.95,0.0,0.0,0
RA-875,ALUNO-875,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.1,5.0,-2.0,,,,0
RA-875,ALUNO-875,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.3,5.0,-1.0,,,,0
RA-876,ALUNO-876,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.166666666666666,5.0,,,,,0
RA-876,ALUNO-876,2022,0.0,U,,,2022.0,,Ametista,7.410072141650422,5.0,7.166666666666666,9.217024041585445,9.50002,7.5,5.0,7.16666,-1.0,7.0,7.333333333333333,7.5,10.0,0.0,0.3333333333333339,5.0,,1
RA-876,Aluno-876,2023,ALFA,ALFA B - G2/G3,,Masculino,2023.0,Pública,Topázio,8.6492,10.0,7.5,9.4,10.0,7.52,7.5,8.835,0.0,7.3,7.7,3.75,10.0,0.0,-3.75,0.0,0.0,1
RA-877,ALUNO-877,2021,2.0,M,,,,Escola Pública,Ágata,6.379,5.0,1.9,7.5,7.4,7.5,8.1,8.5,-1.0,,,4.75,5.0,,2.85,0.0,,0
RA-877,ALUNO-877,2022,3.0,M,,,2019.0,Escola Pública,Ágata,6.05804740909091,5.0,4.75,6.607954545454545,7.91667,7.5,7.03125,5.2083225,-1.0,6.666666666666667,2.833333333333333,6.9,5.0,-1.0,2.1500000000000004,0.0,,0
RA-878,ALUNO-878,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.7,5.0,-1.0,,,,0
RA-878,ALUNO-878,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.1,5.0,-2.0,,,,0
RA-878,Aluno-878,2023,ALFA,ALFA B - G2/G3,10.0,Masculino,2023.0,Pública,Agata,6.24,5.0,8.1,9.5,0.0,2.52,5.0,7.34,-2.0,8.0,8.2,6.75,5.0,-1.0,-1.3499999999999996,0.0,1.0,1
RA-879,ALUNO-879,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.5,5.0,,,,,0
RA-879,ALUNO-879,2022,1.0,G,,,2022.0,,Ágata,6.625001666666667,5.0,5.5,8.833333333333332,9.50002,5.0,3.75,7.166665,-1.0,5.0,6.0,8.2,5.0,-1.0,2.6999999999999993,0.0,,0
RA-879,Aluno-879,2023,ALFA,ALFA B - G2/G3,,Feminino,2023.0,Pública,Agata,6.8225,5.0,8.2,9.8,0.0,2.52,6.875,8.915,-1.0,8.2,8.2,8.5,5.0,-1.0,0.3000000000000007,0.0,0.0,0
RA-88,ALUNO-88,2021,2.0,D,,,,Rede Decisão,Ametista,8.096,5.0,7.4,9.6,9.5,6.3,8.1,9.1,-1.0,,,6.5,5.0,-2.0,-0.9000000000000004,0.0,-1.0,1
RA-88,Aluno-88,2022,5,K,17.0,Menino,2021.0,Escola Pública,Ametista,7.498,5.0,6.5,9.2,7.1,5.6,,9.208,-2.0,6.8,6.2,,10.0,0.0,,5.0,2.0,1
RA-88,Aluno-88,2023,FASE 8,8E,18.0,Masculino,2021.0,Privada - Pagamento por *Empresa Parceira,,7.36,10.0,6.5,8.6,8.8,7.5,,,0.0,,,,10.0,0.0,,0.0,0.0,0
RA-880,ALUNO-880,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.3,10.0,0.0,,,,0
RA-880,Aluno-880,2023,ALFA,ALFA B - G2/G3,7.0,Feminino,2023.0,Pública,Agata,6.724,10.0,6.3,9.4,0.0,2.52,6.25,8.585,0.0,6.3,6.2,6.5,5.0,-1.0,0.20000000000000018,-5.0,-1.0,0
RA-881,ALUNO-881,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.833333333333333,5.0,,,,,0
RA-881,ALUNO-881,2022,1.0,E,,,2022.0,,Ametista,8.057199636363638,5.0,7.833333333333333,9.848484848484848,9.50002,7.5,6.875,8.166670000000002,-1.0,7.0,8.666666666666666,7.3,10.0,0.0,-0.5333333333333332,5.0,,1
RA-882,ALUNO-882,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,9.166666666666668,5.0,,,,,0
RA-882,ALUNO-882,2022,1.0,N,,,2022.0,,Ametista,7.576531180695848,5.0,9.166666666666668,7.570145903479236,9.50002,7.5,5.625,7.333333333333333,-1.0,9.0,9.333333333333334,4.7,10.0,0.0,-4.466666666666668,5.0,,1
RA-883,ALUNO-883,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.5,10.0,,,,,0
RA-883,ALUNO-883,2022,1.0,E,,,2022.0,,Ametista,7.791668,10.0,5.5,9.666666666666666,9.50002,7.5,6.25,7.166663333333332,-1.0,7.0,4.0,8.4,10.0,0.0,2.9000000000000004,0.0,,0
RA-884,ALUNO-884,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,2.1,5.0,-2.0,,,,0
RA-884,ALUNO-884,2021,5.0,B,,,,Escola Pública,Quartzo,4.511,5.0,2.1,3.9,7.9,0.0,7.5,6.4,-2.0,,,4.9,2.5,,2.8000000000000003,-2.5,,0
RA-884,ALUNO-884,2022,5.0,B,,,2021.0,Escola Pública,Quartzo,5.537423023965141,2.5,4.9,5.995438453159041,6.66668,7.5,4.583333333333333,6.16667,-1.0,6.166666666666667,5.0,8.8,10.0,0.0,3.9000000000000004,7.5,,1
RA-884,Aluno-884,2023,ALFA,ALFA C - G0/G1,,Feminino,2023.0,Pública,Topázio,8.4587,10.0,8.8,9.7,9.0,4.39,6.875,8.66,0.0,8.4,9.2,8.75,5.0,-1.0,-0.05000000000000071,-5.0,-1.0,0
RA-885,ALUNO-885,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.9,10.0,0.0,,,,0
RA-885,ALUNO-885,2021,1.0,J,,,,Escola Pública,Ametista,7.772,10.0,3.9,8.3,10.0,7.5,8.1,8.8,0.0,,,8.833333333333332,5.0,,4.933333333333332,-5.0,,0
RA-885,ALUNO-885,2022,1.0,L,,,2021.0,Escola Pública,Ametista,8.018089853232116,5.0,8.833333333333332,9.04876926616057,9.000020000000001,7.5,6.25,8.333336666666668,-1.0,9.666666666666666,8.0,8.7,10.0,0.0,-0.13333333333333286,5.0,,1
RA-885,Aluno-885,2023,ALFA,ALFA C - G0/G1,7.0,Masculino,2023.0,Pública,Topázio,8.8252,10.0,8.7,9.8,9.0,7.52,7.5,8.665,0.0,8.5,8.8,8.5,5.0,-1.0,-0.1999999999999993,-5.0,-1.0,0
RA-886,ALUNO-886,2021,0.0,Q,,,,Escola Pública,Topázio,8.544,10.0,7.1,10.0,9.5,7.5,7.8,8.3,0.0,,,7.25,10.0,,0.15000000000000036,0.0,,0
RA-886,ALUNO-886,2022,1.0,M,,,2020.0,Escola Pública,Topázio,8.086112,10.0,7.25,9.666666666666666,9.50002,7.5,6.25,6.888883333333333,-1.0,6.666666666666667,7.833333333333333,8.1,10.0,0.0,0.8499999999999996,0.0,,0
RA-886,Aluno-886,2023,ALFA,ALFA C - G0/G1,,Feminino,2023.0,Pública,Topázio,8.6422,10.0,8.1,9.4,8.5,7.52,7.5,9.0,0.0,7.6,8.5,8.75,5.0,-1.0,0.6500000000000004,-5.0,-1.0,0
RA-887,ALUNO-887,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,0.0,10.0,,,,,0
RA-887,ALUNO-887,2022,1.0,A,,,2022.0,,Quartzo,5.852779111111111,10.0,0.0,7.222222222222222,9.000020000000001,7.5,4.583333333333333,6.499996666666666,-1.0,0.0,0.0,8.4,10.0,0.0,8.4,0.0,,0
RA-888,ALUNO-888,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.8,10.0,0.0,,,,0
RA-888,Aluno-888,2023,ALFA,ALFA C - G0/G1,,Masculino,2023.0,Pública,Topázio,8.9182,10.0,8.8,10.0,9.0,7.52,7.5,8.83,0.0,8.2,9.3,8.5,5.0,-1.0,-0.3000000000000007,-5.0,-1.0,0
RA-889,ALUNO-889,2021,2.0,D,,,,Escola Pública,Ametista,7.933,5.0,8.3,8.3,8.5,7.5,7.5,8.8,-1.0,,,6.555555555555556,10.0,,-1.7444444444444445,5.0,,1
RA-889,ALUNO-889,2022,3.0,A,,,2019.0,Escola Pública,Ametista,7.831592958621301,10.0,6.555555555555556,8.513866737550948,8.33334,7.5,7.34375,7.4999975,-1.0,5.666666666666667,6.0,9.1,10.0,0.0,2.5444444444444434,0.0,,0
RA-889,Aluno-889,2023,ALFA,ALFA C - G0/G1,,Masculino,2023.0,Pública,Topázio,8.8092,10.0,9.1,9.5,8.5,6.89,7.5,9.0,0.0,8.7,9.5,9.75,5.0,-1.0,0.6500000000000004,-5.0,-1.0,0
RA-89,ALUNO-89,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.9,5.0,-1.0,,,,0
RA-89,Aluno-89,2022,5,K,16.0,Menino,2021.0,Escola Pública,Ametista,7.323,5.0,5.9,7.8,9.6,7.5,,8.0,-1.0,7.5,5.7,5.1,5.0,-1.0,-0.8000000000000007,0.0,0.0,1
RA-890,ALUNO-890,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.3,10.0,0.0,,,,0
RA-891,ALUNO-891,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.5,10.0,,,,,0
RA-891,ALUNO-891,2022,1.0,D,,,2022.0,,Ametista,8.025002,10.0,6.5,10.0,8.500020000000001,7.5,6.25,7.5,-1.0,8.0,5.0,7.5,5.0,-1.0,1.0,-5.0,,0
RA-891,Aluno-891,2023,ALFA,ALFA C - G0/G1,,Feminino,2023.0,Pública,Ametista,7.8882,5.0,7.5,9.5,9.5,6.89,7.5,7.995,-1.0,6.2,8.8,8.75,5.0,-1.0,1.25,0.0,0.0,0
RA-892,ALUNO-892,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.3,10.0,0.0,,,,0
RA-892,Aluno-892,2023,ALFA,ALFA D - G2/G3,8.0,Masculino,2023.0,Pública,Topázio,8.8112,10.0,8.3,9.6,8.0,6.89,7.5,10.01,0.0,8.5,8.0,8.75,10.0,0.0,0.4499999999999993,0.0,0.0,0
RA-893,ALUNO-893,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.5,10.0,,,,,0
RA-893,ALUNO-893,2022,2.0,P,,,2022.0,,Quartzo,5.606945333333334,10.0,3.5,7.000000000000001,0.0,7.5,6.458333333333334,5.55556,-1.0,0.0,7.0,9.3,5.0,-1.0,5.800000000000001,-5.0,,0
RA-893,Aluno-893,2023,ALFA,ALFA D - G2/G3,,Masculino,2023.0,Pública,Topázio,8.8042,5.0,9.3,10.0,9.5,7.52,7.5,10.01,-1.0,9.5,9.0,9.25,10.0,0.0,-0.05000000000000071,5.0,1.0,1
RA-894,ALUNO-894,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,9.4,5.0,-1.0,,,,0
RA-894,Aluno-894,2023,ALFA,ALFA D - G2/G3,9.0,Feminino,2023.0,Pública,Topázio,8.8142,5.0,9.4,9.9,9.5,7.52,7.5,10.01,-1.0,9.3,9.5,9.5,5.0,-1.0,0.09999999999999964,0.0,0.0,0
RA-895,ALUNO-895,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.666666666666666,10.0,,,,,0
RA-895,ALUNO-895,2022,0.0,D,,,2022.0,,Ametista,7.944048285714286,10.0,5.666666666666666,9.761904761904765,9.50002,8.125,5.625,7.66666,-1.0,6.333333333333333,5.0,6.8,10.0,0.0,1.1333333333333337,0.0,,0
RA-895,Aluno-895,2023,ALFA,ALFA D - G2/G3,8.0,Feminino,2023.0,Pública,Topázio,8.5397,10.0,6.8,9.5,9.5,7.52,6.875,9.5,0.0,6.8,6.7,9.5,5.0,-1.0,2.7,-5.0,-1.0,0
RA-896,ALUNO-896,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.833333333333334,5.0,,,,,0
RA-896,ALUNO-896,2022,2.0,U,,,2022.0,,Ametista,7.199483586980921,5.0,5.833333333333334,9.184904601571269,8.500020000000001,7.5,5.624999999999999,7.666670000000001,-1.0,8.333333333333334,3.333333333333333,8.5,10.0,0.0,2.666666666666666,5.0,,1
RA-896,Aluno-896,2023,ALFA,ALFA D - G2/G3,7.0,Masculino,2023.0,Pública,Topázio,9.0912,10.0,8.5,10.0,9.5,6.89,7.5,10.01,0.0,9.0,8.0,6.5,10.0,0.0,-2.0,0.0,0.0,1
RA-897,ALUNO-897,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.3,5.0,-1.0,,,,0
RA-897,ALUNO-897,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.5,5.0,-1.0,,,,0
RA-897,Aluno-897,2023,ALFA,ALFA D - G2/G3,,Masculino,2023.0,Pública,Quartzo,5.48225,5.0,6.5,8.1,0.0,7.52,6.5625,3.32,-1.0,7.2,5.7,6.0,5.0,-1.0,-0.5,0.0,0.0,0
RA-898,ALUNO-898,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,9.4,5.0,-1.0,,,,0
RA-898,Aluno-898,2023,ALFA,ALFA E - G2/G3,,Masculino,2023.0,Pública,Topázio,8.4217,5.0,9.4,9.8,9.0,3.77,8.125,10.01,-1.0,9.7,9.0,7.5,5.0,-1.0,-1.9000000000000004,0.0,0.0,1
RA-899,ALUNO-899,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,9.5,10.0,0.0,,,,0
RA-899,Aluno-899,2023,ALFA,ALFA E - G2/G3,8.0,Masculino,2023.0,Pública,Topázio,8.8452,10.0,9.5,9.8,10.0,3.77,7.5,9.34,0.0,9.3,9.6,8.25,10.0,0.0,-1.25,0.0,0.0,1
RA-9,ALUNO-9,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.7,5.0,-1.0,,,,0
RA-90,ALUNO-90,2021,4.0,L,,,,Escola Pública,Ágata,5.994,5.0,4.6,5.0,7.1,7.5,7.2,7.0,-1.0,,,8.5,10.0,2.0,3.9000000000000004,5.0,3.0,1
RA-90,Aluno-90,2022,5,L,13.0,Menina,2019.0,Rede Decisão,Topázio,9.442,10.0,8.5,9.7,10.0,9.4,,9.75,2.0,7.7,8.0,7.7,10.0,1.0,-0.7999999999999998,0.0,-1.0,1
RA-90,Aluno-90,2023,FASE 5,5L,14.0,Feminino,2019.0,Privada - Programa de Apadrinhamento,Topázio,8.699408333,10.0,7.7,9.6,10.0,7.52,8.59375,8.1725,1.0,6.7,6.8,8.066666666666666,10.0,2.0,0.36666666666666625,0.0,1.0,1
RA-900,ALUNO-900,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.4,5.0,-1.0,,,,0
RA-900,ALUNO-900,2021,3.0,D,,,,Escola Pública,Ágata,5.835,5.0,5.4,5.6,7.9,7.5,7.3,4.4,-1.0,,,6.5,5.0,,1.0999999999999996,0.0,,0
RA-900,ALUNO-900,2022,3.0,B,,,2021.0,Escola Pública,Ametista,7.078213898659693,5.0,6.5,7.312949493298463,7.91667,7.5,7.65625,7.54166,-1.0,7.166666666666667,6.0,7.8,10.0,0.0,1.2999999999999998,5.0,,1
RA-900,Aluno-900,2023,ALFA,ALFA E - G2/G3,8.0,Feminino,2023.0,Pública,Topázio,8.8947,10.0,7.8,9.8,9.0,9.38,8.125,8.67,0.0,8.0,7.5,8.5,10.0,0.0,0.7000000000000002,0.0,0.0,0
RA-901,ALUNO-901,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.75,5.0,,,,,0
RA-901,ALUNO-901,2022,1.0,J,,,2022.0,,Ágata,6.067222501942502,5.0,3.75,5.843045843045843,8.500020000000001,7.5,6.041666666666667,7.222223333333333,-1.0,7.5,0.0,7.5,5.0,-2.0,3.75,0.0,,0
RA-902,ALUNO-902,2021,0.0,I,,,,Escola Pública,Ametista,7.273,5.0,5.4,10.0,8.5,7.5,7.8,6.6,-1.0,,,7.416666666666666,5.0,,2.0166666666666657,0.0,,0
RA-902,ALUNO-902,2022,0.0,B,,,2019.0,Escola Pública,Ametista,7.517770718098665,5.0,7.416666666666666,8.765931923826662,9.50002,7.5,5.3125,7.749995,-1.0,6.833333333333333,8.0,3.9,2.5,-3.0,-3.516666666666666,-2.5,,1
RA-903,ALUNO-903,2021,1.0,M,,,,Rede Decisão,Topázio,9.069,10.0,8.3,10.0,9.0,7.5,8.1,9.7,0.0,,,7.5,10.0,,-0.8000000000000007,0.0,,1
RA-903,ALUNO-903,2022,2.0,L,,,2020.0,Rede Decisão,Topázio,8.175157209876545,10.0,7.5,9.382716049382717,8.000020000000001,7.5,6.041666666666667,8.222226666666666,-1.0,8.5,6.5,7.8,10.0,0.0,0.2999999999999998,0.0,,0
RA-903,Aluno-903,2023,ALFA,ALFA E - G2/G3,,Feminino,2023.0,Pública,Topázio,8.5242,10.0,7.8,9.6,10.0,5.02,7.5,9.01,0.0,7.7,7.8,5.0,10.0,0.0,-2.8,0.0,0.0,1
RA-904,ALUNO-904,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.4,10.0,0.0,,,,0
RA-904,Aluno-904,2023,ALFA,ALFA F - G0/G1,,Feminino,2023.0,Pública,Topázio,8.140783333,10.0,6.4,9.3,9.0,7.52,7.8125,7.836666667,0.0,6.0,6.8,6.0,5.0,-1.0,-0.40000000000000036,-5.0,-1.0,0
RA-905,ALUNO-905,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.5,5.0,-1.0,,,,0
RA-905,ALUNO-905,2021,0.0,M,,,,Escola Pública,Ágata,6.133,5.0,3.5,5.8,9.5,7.5,7.5,6.6,-1.0,,,9.1,5.0,,5.6,0.0,,0
RA-905,ALUNO-905,2022,0.0,F,,,2021.0,Escola Pública,Ametista,7.658744356725147,5.0,9.1,6.65204678362573,9.50002,7.5,6.25,8.416665,-1.0,9.1,9.1,8.3,5.0,-1.0,-0.7999999999999989,0.0,,1
RA-905,Aluno-905,2023,ALFA,ALFA F - G0/G1,9.0,Masculino,2023.0,Pública,Ametista,7.831033333,5.0,8.3,9.4,9.5,7.52,6.875,7.056666667,-1.0,7.5,9.0,3.0,5.0,-2.0,-5.300000000000001,0.0,-1.0,1
RA-906,ALUNO-906,2022,,,,,,Rede Decisão,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.6,10.0,0.0,,,,0
RA-907,ALUNO-907,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,9.3,10.0,0.0,,,,0
RA-907,Aluno-907,2023,ALFA,ALFA F - G0/G1,8.0,Feminino,2023.0,Privada,Topázio,8.962033333,10.0,9.3,9.6,9.5,7.52,8.125,8.336666667,0.0,9.2,9.4,8.75,5.0,-1.0,-0.5500000000000007,-5.0,-1.0,0
RA-908,ALUNO-908,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.9,10.0,0.0,,,,0
RA-908,Aluno-908,2023,ALFA,ALFA F - G0/G1,,Feminino,2023.0,Pública,Topázio,8.479366667,10.0,7.9,9.0,9.0,7.52,8.125,8.223333333,0.0,6.7,9.0,4.75,5.0,-1.0,-3.1500000000000004,-5.0,-1.0,1
RA-909,ALUNO-909,2021,2.0,H,,,,Escola Pública,Ágata,6.082,5.0,3.1,5.4,9.5,7.5,7.3,7.2,-1.0,,,4.5,5.0,,1.4,0.0,,0
RA-909,ALUNO-909,2022,2.0,I,,,2019.0,Escola Pública,Ágata,6.654070674842067,5.0,4.5,8.54812337421033,7.916679999999999,5.625,6.458333333333334,7.722223333333334,-1.0,5.5,3.5,9.2,5.0,-2.0,4.699999999999999,0.0,,0
RA-909,Aluno-909,2023,ALFA,ALFA F - G0/G1,10.0,Feminino,2023.0,Pública,Topázio,8.486033333,5.0,9.2,9.9,10.0,7.52,8.125,8.056666667,-2.0,9.1,9.2,8.25,5.0,-2.0,-0.9499999999999993,0.0,0.0,1
RA-91,ALUNO-91,2021,2.0,H,,,,Escola Pública,Quartzo,4.2,10.0,2.2,0.0,9.5,7.5,5.6,2.5,0.0,,,6.6,5.0,-1.0,4.3999999999999995,-5.0,-1.0,0
RA-91,Aluno-91,2022,5,L,16.0,Menina,2016.0,Rede Decisão,Ágata,6.645,5.0,6.6,5.7,9.2,5.6,,7.125,-1.0,5.5,5.7,7.4,5.0,-1.0,0.8000000000000007,0.0,0.0,0
RA-91,Aluno-91,2023,FASE 6,6L,,Feminino,2016.0,Privada - Programa de Apadrinhamento,Ametista,7.42395,5.0,7.4,7.4,10.0,6.89,7.8125,7.4675,-1.0,9.5,5.0,7.333333333333333,5.0,-1.0,-0.06666666666666732,0.0,0.0,0
RA-910,ALUNO-910,2021,6.0,C,,,,Escola Pública,Ágata,6.772,5.0,5.0,7.8,8.8,7.5,7.5,6.7,-1.0,,,2.966666666666666,5.0,,-2.033333333333334,0.0,,1
RA-910,ALUNO-910,2022,7.0,A,,,2016.0,Escola Pública,Quartzo,5.323060529411764,5.0,2.966666666666666,4.16078431372549,9.16668,5.0,7.03125,6.388886666666666,-1.0,2.533333333333333,1.833333333333333,8.9,10.0,0.0,5.9333333333333345,5.0,,1
RA-910,Aluno-910,2023,ALFA,ALFA F - G0/G1,8.0,Masculino,2023.0,Pública,Ametista,7.801,10.0,8.9,8.8,0.0,7.52,8.75,8.17,0.0,8.8,9.0,7.5,10.0,0.0,-1.4000000000000004,0.0,0.0,1
RA-911,ALUNO-911,2021,4.0,A,,,,Escola Pública,Ágata,6.239,5.0,5.1,6.9,6.7,5.0,7.5,7.0,-2.0,,,5.0,2.5,,-0.09999999999999964,-2.5,,0
